chr,source,id,start,end,.,strand,..,annotation,seqLen,geneName
chr8,refGene,transcript,105931994,105933862,.,-,.,gene_id Ctrl; transcript_id NM_023182;  gene_name Ctrl;,1868,Ctrl
chr10,refGene,transcript,97693059,97694926,.,+,.,gene_id Ccer1; transcript_id NM_025724;  gene_name Ccer1;,1867,Ccer1
chr12,refGene,transcript,113152012,113153879,.,+,.,gene_id Crip1; transcript_id NM_007763;  gene_name Crip1;,1867,Crip1
chr12,refGene,transcript,110279230,110281097,.,+,.,gene_id Dio3; transcript_id NM_172119;  gene_name Dio3;,1867,Dio3
chr8,refGene,transcript,21946755,21948622,.,+,.,gene_id Defb13; transcript_id NM_139223;  gene_name Defb13;,1867,Defb13
chr7,refGene,transcript,25627624,25629490,.,+,.,gene_id B3gnt8; transcript_id NM_146184;  gene_name B3gnt8;,1866,B3gnt8
chr10,refGene,transcript,43174699,43176565,.,+,.,gene_id 9030612E09Rik; transcript_id NR_102361;  gene_name 9030612E09Rik;,1866,9030612E09Rik
chr17,refGene,transcript,24720063,24721927,.,+,.,gene_id Rps2; transcript_id NM_008503;  gene_name Rps2;,1864,Rps2
chr10,refGene,transcript,63055603,63057467,.,-,.,gene_id Gm16143; transcript_id NR_152619;  gene_name Gm16143;,1864,Gm16143
chr18,refGene,transcript,61726390,61728253,.,+,.,gene_id 1500015A07Rik; transcript_id NR_029432;  gene_name 1500015A07Rik;,1863,1500015A07Rik
chr17,refGene,transcript,35076942,35078804,.,+,.,gene_id Ly6g6e; transcript_id NM_027366;  gene_name Ly6g6e;,1862,Ly6g6e
chr8,refGene,transcript,93811694,93813555,.,-,.,gene_id 4930488L21Rik; transcript_id NR_026888;  gene_name 4930488L21Rik;,1861,4930488L21Rik
chr7,refGene,transcript,30184171,30186030,.,+,.,gene_id Cox7a1; transcript_id NM_009944;  gene_name Cox7a1;,1859,Cox7a1
chr17,refGene,transcript,56770276,56772134,.,+,.,gene_id Prr22; transcript_id NM_001195673;  gene_name Prr22;,1858,Prr22
chr18,refGene,transcript,23750448,23752305,.,-,.,gene_id Gm15972; transcript_id NR_126066;  gene_name Gm15972;,1857,Gm15972
chr6,refGene,transcript,85706707,85708561,.,-,.,gene_id Nat8f7; transcript_id NM_001253910;  gene_name Nat8f7;,1854,Nat8f7
chr16,refGene,transcript,48842609,48844461,.,+,.,gene_id Retnla; transcript_id NM_020509;  gene_name Retnla;,1852,Retnla
chr8,refGene,transcript,35824709,35826559,.,-,.,gene_id Cldn23; transcript_id NM_027998;  gene_name Cldn23;,1850,Cldn23
chr3,refGene,transcript,92763215,92765065,.,-,.,gene_id Lce1h; transcript_id NM_026335;  gene_name Lce1h;,1850,Lce1h
chr8,refGene,transcript,20900606,20902456,.,-,.,gene_id Gm15056; transcript_id NM_001177471;  gene_name Gm15056;,1850,Gm15056
chr9,refGene,transcript,108565588,108567436,.,-,.,gene_id Ndufaf3; transcript_id NM_023247;  gene_name Ndufaf3;,1848,Ndufaf3
chr7,refGene,transcript,30854330,30856178,.,-,.,gene_id Ffar3; transcript_id NM_001033316;  gene_name Ffar3;,1848,Ffar3
chr8,refGene,transcript,105855103,105856950,.,+,.,gene_id Thap11; transcript_id NM_021513;  gene_name Thap11;,1847,Thap11
chr4,refGene,transcript,45762377,45764223,.,-,.,gene_id Gm12409; transcript_id NR_046068;  gene_name Gm12409;,1846,Gm12409
chr3,refGene,transcript,92868359,92870205,.,-,.,gene_id 2310050C09Rik; transcript_id NM_025621;  gene_name 2310050C09Rik;,1846,2310050C09Rik
chr9,refGene,transcript,88521053,88522897,.,-,.,gene_id Snhg5; transcript_id NR_040721;  gene_name Snhg5;,1844,Snhg5
chr17,refGene,transcript,69275362,69277206,.,-,.,gene_id 2410021H03Rik; transcript_id NR_045428;  gene_name 2410021H03Rik;,1844,2410021H03Rik
chr2,refGene,transcript,45696605,45698447,.,+,.,gene_id 1700019E08Rik; transcript_id NR_040497;  gene_name 1700019E08Rik;,1842,1700019E08Rik
chr7,refGene,transcript,93079879,93081721,.,+,.,gene_id Fam181b; transcript_id NM_021427;  gene_name Fam181b;,1842,Fam181b
chr4,refGene,transcript,3714964,3716806,.,+,.,gene_id 6330407A03Rik; transcript_id NR_028126;  gene_name 6330407A03Rik;,1842,6330407A03Rik
chr17,refGene,transcript,46890621,46892463,.,+,.,gene_id Tbcc; transcript_id NM_178385;  gene_name Tbcc;,1842,Tbcc
chr14,refGene,transcript,30999826,31001666,.,-,.,gene_id Spcs1; transcript_id NM_026911;  gene_name Spcs1;,1840,Spcs1
chr8,refGene,transcript,84976909,84978748,.,-,.,gene_id Junb; transcript_id NM_008416;  gene_name Junb;,1839,Junb
chr9,refGene,transcript,46228630,46230469,.,+,.,gene_id Apoa1; transcript_id NM_009692;  gene_name Apoa1;,1839,Apoa1
chr2,refGene,transcript,19445663,19447501,.,+,.,gene_id Ptf1a; transcript_id NM_018809;  gene_name Ptf1a;,1838,Ptf1a
chr9,refGene,transcript,21835510,21837347,.,+,.,gene_id Angptl8; transcript_id NM_001080940;  gene_name Angptl8;,1837,Angptl8
chr8,refGene,transcript,19445770,19447606,.,-,.,gene_id Defb8; transcript_id NM_153108;  gene_name Defb8;,1836,Defb8
chr7,refGene,transcript,30727701,30729534,.,-,.,gene_id Tmem147; transcript_id NM_027215;  gene_name Tmem147;,1833,Tmem147
chr11,refGene,transcript,115491529,115493361,.,+,.,gene_id Gm11694; transcript_id NR_136931;  gene_name Gm11694;,1832,Gm11694
chr7,refGene,transcript,5194916,5196747,.,-,.,gene_id Vmn1r56; transcript_id NM_030740;  gene_name Vmn1r56;,1831,Vmn1r56
chr19,refGene,transcript,45747734,45749565,.,-,.,gene_id Npm3; transcript_id NM_008723;  gene_name Npm3;,1831,Npm3
chr4,refGene,transcript,155831269,155833098,.,+,.,gene_id Aurkaip1; transcript_id NM_025338;  gene_name Aurkaip1;,1829,Aurkaip1
chr8,refGene,transcript,94137204,94139031,.,+,.,gene_id Mt4; transcript_id NM_008631;  gene_name Mt4;,1827,Mt4
chr6,refGene,transcript,85808051,85809877,.,-,.,gene_id Nat8f6; transcript_id NM_001201389;  gene_name Nat8f6;,1826,Nat8f6
chr11,refGene,transcript,69622052,69623878,.,+,.,gene_id Sat2; transcript_id NM_026991;  gene_name Sat2;,1826,Sat2
chr6,refGene,transcript,136808248,136810074,.,+,.,gene_id H2aj; transcript_id NM_177688;  gene_name H2aj;,1826,H2aj
chr1,refGene,transcript,20888650,20890473,.,-,.,gene_id 6720483E21Rik; transcript_id NR_040492;  gene_name 6720483E21Rik;,1823,6720483E21Rik
chr10,refGene,transcript,116473163,116474986,.,+,.,gene_id Kcnmb4os2; transcript_id NR_130644;  gene_name Kcnmb4os2;,1823,Kcnmb4os2
chr15,refGene,transcript,81800791,81802613,.,-,.,gene_id Gm17597; transcript_id NR_155271;  gene_name Gm17597;,1822,Gm17597
chr12,refGene,transcript,84773270,84775089,.,+,.,gene_id Isca2; transcript_id NM_028863;  gene_name Isca2;,1819,Isca2
chr1,refGene,transcript,181509633,181511451,.,-,.,gene_id Ccdc121; transcript_id NM_207280;  gene_name Ccdc121;,1818,Ccdc121
chr6,refGene,transcript,122294191,122296008,.,+,.,gene_id Gm6637; transcript_id NR_163697;  gene_name Gm6637;,1817,Gm6637
chr17,refGene,transcript,36127609,36129425,.,-,.,gene_id Gm7030; transcript_id NM_001177467;  gene_name Gm7030;,1816,Gm7030
chr7,refGene,transcript,24661294,24663109,.,+,.,gene_id Gm4598; transcript_id NR_030681;  gene_name Gm4598;,1815,Gm4598
chr12,refGene,transcript,105513433,105515248,.,+,.,gene_id AU015791; transcript_id NR_102381;  gene_name AU015791;,1815,AU015791
chr11,refGene,transcript,70451918,70453732,.,+,.,gene_id Med11; transcript_id NM_025397;  gene_name Med11;,1814,Med11
chr9,refGene,transcript,98864767,98866580,.,+,.,gene_id Prr23a3; transcript_id NM_028033;  gene_name Prr23a3;,1813,Prr23a3
chr17,refGene,transcript,13096660,13098472,.,-,.,gene_id Gm11166; transcript_id NR_024558;  gene_name Gm11166;,1812,Gm11166
chr3,refGene,transcript,127545089,127546901,.,+,.,gene_id Gm51018; transcript_id NR_146435;  gene_name Gm51018;,1812,Gm51018
chr10,refGene,transcript,58234848,58236660,.,-,.,gene_id Gm4981; transcript_id NM_001034869;  gene_name Gm4981;,1812,Gm4981
chr14,refGene,transcript,54710363,54712174,.,-,.,gene_id Cebpe; transcript_id NM_207131;  gene_name Cebpe;,1811,Cebpe
chr11,refGene,transcript,82045712,82047523,.,+,.,gene_id Ccl7; transcript_id NM_013654;  gene_name Ccl7;,1811,Ccl7
chr6,refGene,transcript,112210708,112212518,.,+,.,gene_id 1700054K19Rik; transcript_id NR_027865;  gene_name 1700054K19Rik;,1810,1700054K19Rik
chr5,refGene,transcript,134945124,134946934,.,-,.,gene_id Cldn4; transcript_id NM_009903;  gene_name Cldn4;,1810,Cldn4
chr3,refGene,transcript,40853476,40855285,.,-,.,gene_id Gm10731; transcript_id NR_045392;  gene_name Gm10731;,1809,Gm10731
chr7,refGene,transcript,30922372,30924181,.,-,.,gene_id Hamp2; transcript_id NM_183257;  gene_name Hamp2;,1809,Hamp2
chr17,refGene,transcript,12876034,12877842,.,+,.,gene_id Mrgprh; transcript_id NM_030726;  gene_name Mrgprh;,1808,Mrgprh
chr11,refGene,transcript,69323986,69325793,.,+,.,gene_id Trappc1; transcript_id NM_001024206;  gene_name Trappc1;,1807,Trappc1
chr5,refGene,transcript,31569592,31571397,.,-,.,gene_id AI839979; transcript_id NR_102275;  gene_name AI839979;,1805,AI839979
chr15,refGene,transcript,89377449,89379254,.,-,.,gene_id Odf3b; transcript_id NM_001013022;  gene_name Odf3b;,1805,Odf3b
chr4,refGene,transcript,123321875,123323679,.,-,.,gene_id Oxct2a; transcript_id NM_022033;  gene_name Oxct2a;,1804,Oxct2a
chr2,refGene,transcript,181669837,181671640,.,-,.,gene_id Sox18; transcript_id NM_009236;  gene_name Sox18;,1803,Sox18
chr13,refGene,transcript,115088355,115090158,.,-,.,gene_id Pelo; transcript_id NM_134058;  gene_name Pelo;,1803,Pelo
chr10,refGene,transcript,79890853,79892655,.,+,.,gene_id Cfd; transcript_id NM_001329541;  gene_name Cfd;,1802,Cfd
chr11,refGene,transcript,69059775,69061576,.,+,.,gene_id Borcs6; transcript_id NM_028005;  gene_name Borcs6;,1801,Borcs6
chr14,refGene,transcript,55761428,55763229,.,+,.,gene_id Ltb4r2; transcript_id NM_020490;  gene_name Ltb4r2;,1801,Ltb4r2
chr14,refGene,transcript,66295329,66297129,.,-,.,gene_id 1700001G11Rik; transcript_id NR_038077;  gene_name 1700001G11Rik;,1800,1700001G11Rik
chr16,refGene,transcript,11779702,11781501,.,+,.,gene_id 4833415N18Rik; transcript_id NR_126430;  gene_name 4833415N18Rik;,1799,4833415N18Rik
chr13,refGene,transcript,51846675,51848474,.,+,.,gene_id Gadd45g; transcript_id NM_011817;  gene_name Gadd45g;,1799,Gadd45g
chr9,refGene,transcript,67830532,67832330,.,-,.,gene_id C2cd4a; transcript_id NM_001163143;  gene_name C2cd4a;,1798,C2cd4a
chr17,refGene,transcript,35194507,35196305,.,+,.,gene_id Ltb; transcript_id NM_008518;  gene_name Ltb;,1798,Ltb
chr3,refGene,transcript,122924397,122926194,.,+,.,gene_id 1810037I17Rik; transcript_id NM_024461;  gene_name 1810037I17Rik;,1797,1810037I17Rik
chr10,refGene,transcript,81364024,81365820,.,-,.,gene_id 4930404N11Rik; transcript_id NM_001014836;  gene_name 4930404N11Rik;,1796,4930404N11Rik
chr19,refGene,transcript,4496788,4498583,.,-,.,gene_id 2010003K11Rik; transcript_id NM_027237;  gene_name 2010003K11Rik;,1795,2010003K11Rik
chr17,refGene,transcript,32403014,32404808,.,+,.,gene_id A530088E08Rik; transcript_id NR_029458;  gene_name A530088E08Rik;,1794,A530088E08Rik
chr13,refGene,transcript,48968112,48969905,.,+,.,gene_id Fam120aos; transcript_id NR_015601;  gene_name Fam120aos;,1793,Fam120aos
chr17,refGene,transcript,7350904,7352696,.,-,.,gene_id Ttll2; transcript_id NM_001098267;  gene_name Ttll2;,1792,Ttll2
chr3,refGene,transcript,105815567,105817359,.,+,.,gene_id Gm5547; transcript_id NR_045845;  gene_name Gm5547;,1792,Gm5547
chr9,refGene,transcript,109057932,109059723,.,-,.,gene_id Trex1; transcript_id NM_011637;  gene_name Trex1;,1791,Trex1
chr1,refGene,transcript,65926522,65928311,.,+,.,gene_id Crygf; transcript_id NM_027010;  gene_name Crygf;,1789,Crygf
chr7,refGene,transcript,45366161,45367948,.,+,.,gene_id Mtag2; transcript_id NR_015480;  gene_name Mtag2;,1787,Mtag2
chr2,refGene,transcript,27442436,27444221,.,+,.,gene_id Brd3os; transcript_id NM_001360790;  gene_name Brd3os;,1785,Brd3os
chr16,refGene,transcript,36041190,36042974,.,+,.,gene_id Wdr5b; transcript_id NM_027113;  gene_name Wdr5b;,1784,Wdr5b
chr15,refGene,transcript,102936826,102938609,.,+,.,gene_id Hoxc12; transcript_id NM_010463;  gene_name Hoxc12;,1783,Hoxc12
chrX,refGene,transcript,139179228,139181009,.,+,.,gene_id 4933428M09Rik; transcript_id NM_001357856;  gene_name 4933428M09Rik;,1781,4933428M09Rik
chrX,refGene,transcript,9104562,9106342,.,+,.,gene_id 4930402K13Rik; transcript_id NM_001270700;  gene_name 4930402K13Rik;,1780,4930402K13Rik
chr7,refGene,transcript,3421665,3423445,.,-,.,gene_id 3300002P13Rik; transcript_id NR_126426;  gene_name 3300002P13Rik;,1780,3300002P13Rik
chr1,refGene,transcript,23100474,23102253,.,-,.,gene_id Ppp1r14bl; transcript_id NM_025746;  gene_name Ppp1r14bl;,1779,Ppp1r14bl
chr3,refGene,transcript,92646532,92648307,.,-,.,gene_id Lce1a1; transcript_id NM_025984;  gene_name Lce1a1;,1775,Lce1a1
chr8,refGene,transcript,24437172,24438946,.,-,.,gene_id Tcim; transcript_id NM_026931;  gene_name Tcim;,1774,Tcim
chr2,refGene,transcript,181493206,181494980,.,+,.,gene_id Abhd16b; transcript_id NM_183181;  gene_name Abhd16b;,1774,Abhd16b
chr9,refGene,transcript,83691475,83693247,.,+,.,gene_id Gm2109; transcript_id NR_046066;  gene_name Gm2109;,1772,Gm2109
chr2,refGene,transcript,32775821,32777593,.,+,.,gene_id Ptrh1; transcript_id NM_178595;  gene_name Ptrh1;,1772,Ptrh1
chr18,refGene,transcript,42577881,42579652,.,-,.,gene_id Gpr151; transcript_id NM_181543;  gene_name Gpr151;,1771,Gpr151
chr10,refGene,transcript,22066309,22068079,.,-,.,gene_id 4930444G20Rik; transcript_id NM_053264;  gene_name 4930444G20Rik;,1770,4930444G20Rik
chr10,refGene,transcript,128254131,128255901,.,+,.,gene_id Apon; transcript_id NM_133996;  gene_name Apon;,1770,Apon
chr10,refGene,transcript,122078112,122079879,.,-,.,gene_id Gm9079; transcript_id NR_004052;  gene_name Gm9079;,1767,Gm9079
chr17,refGene,transcript,25298394,25300161,.,+,.,gene_id Prss34; transcript_id NM_178372;  gene_name Prss34;,1767,Prss34
chr4,refGene,transcript,43834752,43836517,.,-,.,gene_id Olfr157; transcript_id NM_019475;  gene_name Olfr157;,1765,Olfr157
chr14,refGene,transcript,51145002,51146767,.,-,.,gene_id Rnase1; transcript_id NM_011271;  gene_name Rnase1;,1765,Rnase1
chr4,refGene,transcript,129576815,129578580,.,-,.,gene_id Fam167b; transcript_id NM_182783;  gene_name Fam167b;,1765,Fam167b
chr6,refGene,transcript,67534059,67535822,.,-,.,gene_id Tacstd2; transcript_id NM_020047;  gene_name Tacstd2;,1763,Tacstd2
chr11,refGene,transcript,59963181,59964944,.,-,.,gene_id Rasd1; transcript_id NM_009026;  gene_name Rasd1;,1763,Rasd1
chr2,refGene,transcript,172472554,172474316,.,+,.,gene_id Fam209; transcript_id NM_029608;  gene_name Fam209;,1762,Fam209
chr4,refGene,transcript,129489008,129490770,.,-,.,gene_id Tssk3; transcript_id NM_080442;  gene_name Tssk3;,1762,Tssk3
chr7,refGene,transcript,30561866,30563627,.,-,.,gene_id Psenen; transcript_id NM_001364016;  gene_name Psenen;,1761,Psenen
chr6,refGene,transcript,118246695,118248454,.,-,.,gene_id 1700069P05Rik; transcript_id NR_040527;  gene_name 1700069P05Rik;,1759,1700069P05Rik
chr17,refGene,transcript,25366333,25368092,.,+,.,gene_id Tpsb2; transcript_id NM_010781;  gene_name Tpsb2;,1759,Tpsb2
chr17,refGene,transcript,67630965,67632723,.,-,.,gene_id Lrrc30; transcript_id NM_001033340;  gene_name Lrrc30;,1758,Lrrc30
chr4,refGene,transcript,132351933,132353686,.,-,.,gene_id Snhg3; transcript_id NR_003270;  gene_name Snhg3;,1753,Snhg3
chr15,refGene,transcript,60014866,60016618,.,-,.,gene_id 4933412E24Rik; transcript_id NM_027668;  gene_name 4933412E24Rik;,1752,4933412E24Rik
chr4,refGene,transcript,123116248,123118000,.,+,.,gene_id Oxct2b; transcript_id NM_181859;  gene_name Oxct2b;,1752,Oxct2b
chr18,refGene,transcript,36725064,36726815,.,-,.,gene_id Cd14; transcript_id NM_009841;  gene_name Cd14;,1751,Cd14
chr8,refGene,transcript,122761010,122762761,.,-,.,gene_id A530010L16Rik; transcript_id NR_151739;  gene_name A530010L16Rik;,1751,A530010L16Rik
chr11,refGene,transcript,21098869,21100616,.,+,.,gene_id 2610024D14Rik; transcript_id NR_151470;  gene_name 2610024D14Rik;,1747,2610024D14Rik
chr2,refGene,transcript,112479072,112480817,.,-,.,gene_id Chrm5; transcript_id NM_205783;  gene_name Chrm5;,1745,Chrm5
chr4,refGene,transcript,155469114,155470858,.,+,.,gene_id Tmem52; transcript_id NM_001253858;  gene_name Tmem52;,1744,Tmem52
chr3,refGene,transcript,92122204,92123947,.,-,.,gene_id Prr9; transcript_id NM_175424;  gene_name Prr9;,1743,Prr9
chr19,refGene,transcript,4231893,4233634,.,+,.,gene_id Pold4; transcript_id NM_027196;  gene_name Pold4;,1741,Pold4
chr17,refGene,transcript,47686645,47688386,.,-,.,gene_id Tomm6; transcript_id NM_025365;  gene_name Tomm6;,1741,Tomm6
chr9,refGene,transcript,105143344,105145082,.,-,.,gene_id Nudt16l2; transcript_id NM_028562;  gene_name Nudt16l2;,1738,Nudt16l2
chr4,refGene,transcript,119637732,119639465,.,+,.,gene_id Guca2a; transcript_id NM_008190;  gene_name Guca2a;,1733,Guca2a
chr19,refGene,transcript,5388336,5390069,.,+,.,gene_id D330050I16Rik; transcript_id NR_033224;  gene_name D330050I16Rik;,1733,D330050I16Rik
chr3,refGene,transcript,92339140,92340873,.,+,.,gene_id Sprr2d; transcript_id NM_011470;  gene_name Sprr2d;,1733,Sprr2d
chr9,refGene,transcript,123259057,123260789,.,-,.,gene_id Tmem158; transcript_id NM_001002267;  gene_name Tmem158;,1732,Tmem158
chr7,refGene,transcript,10579756,10581487,.,-,.,gene_id Vmn1r69; transcript_id NM_145842;  gene_name Vmn1r69;,1731,Vmn1r69
chr7,refGene,transcript,107000875,107002605,.,-,.,gene_id Olfr2; transcript_id NM_010983;  gene_name Olfr2;,1730,Olfr2
chr4,refGene,transcript,149125034,149126763,.,-,.,gene_id Cort; transcript_id NM_007745;  gene_name Cort;,1729,Cort
chr11,refGene,transcript,70238123,70239852,.,-,.,gene_id Rnasek; transcript_id NM_173742;  gene_name Rnasek;,1729,Rnasek
chr10,refGene,transcript,127667123,127668851,.,+,.,gene_id 1700012D01Rik; transcript_id NR_045171;  gene_name 1700012D01Rik;,1728,1700012D01Rik
chr16,refGene,transcript,10783809,10785536,.,-,.,gene_id Socs1; transcript_id NM_001271603;  gene_name Socs1;,1727,Socs1
chrX,refGene,transcript,136270253,136271978,.,+,.,gene_id Bex3; transcript_id NM_009750;  gene_name Bex3;,1725,Bex3
chr13,refGene,transcript,21787488,21789213,.,+,.,gene_id Hist1h2bp; transcript_id NM_178202;  gene_name Hist1h2bp;,1725,Hist1h2bp
chr15,refGene,transcript,76668224,76669948,.,-,.,gene_id Foxh1; transcript_id NM_007989;  gene_name Foxh1;,1724,Foxh1
chr15,refGene,transcript,41173701,41175425,.,+,.,gene_id 4930555K19Rik; transcript_id NR_151516;  gene_name 4930555K19Rik;,1724,4930555K19Rik
chr8,refGene,transcript,70931315,70933037,.,+,.,gene_id Gm10654; transcript_id NM_001357655;  gene_name Gm10654;,1722,Gm10654
chr1,refGene,transcript,86426329,86428049,.,+,.,gene_id Tex44; transcript_id NM_027966;  gene_name Tex44;,1720,Tex44
chr7,refGene,transcript,143069368,143071087,.,+,.,gene_id Tssc4; transcript_id NM_138631;  gene_name Tssc4;,1719,Tssc4
chr11,refGene,transcript,69396516,69398234,.,-,.,gene_id Tmem88; transcript_id NM_025915;  gene_name Tmem88;,1718,Tmem88
chr11,refGene,transcript,72266844,72268556,.,+,.,gene_id 1700051A21Rik; transcript_id NR_045922;  gene_name 1700051A21Rik;,1712,1700051A21Rik
chr3,refGene,transcript,92685499,92687210,.,-,.,gene_id Lce1d; transcript_id NM_027137;  gene_name Lce1d;,1711,Lce1d
chr3,refGene,transcript,8461387,8463098,.,-,.,gene_id Gm6194; transcript_id NR_033512;  gene_name Gm6194;,1711,Gm6194
chr2,refGene,transcript,155276364,155278073,.,+,.,gene_id Map1lc3a; transcript_id NR_046364;  gene_name Map1lc3a;,1709,Map1lc3a
chr6,refGene,transcript,86524480,86526189,.,-,.,gene_id Pcbp1; transcript_id NM_011865;  gene_name Pcbp1;,1709,Pcbp1
chr19,refGene,transcript,41525252,41526961,.,+,.,gene_id Morf4l1b; transcript_id NM_001326287;  gene_name Morf4l1b;,1709,Morf4l1b
chr6,refGene,transcript,96164503,96166205,.,-,.,gene_id 1700123L14Rik; transcript_id NR_003643;  gene_name 1700123L14Rik;,1702,1700123L14Rik
chr3,refGene,transcript,92668613,92670315,.,-,.,gene_id Lce1a2; transcript_id NM_028625;  gene_name Lce1a2;,1702,Lce1a2
chr11,refGene,transcript,121160271,121161973,.,+,.,gene_id Uts2r; transcript_id NM_145440;  gene_name Uts2r;,1702,Uts2r
chr5,refGene,transcript,103346598,103348299,.,+,.,gene_id 1700021F02Rik; transcript_id NR_152117;  gene_name 1700021F02Rik;,1701,1700021F02Rik
chrX,refGene,transcript,33575614,33577314,.,-,.,gene_id Btbd35f14; transcript_id NM_001145038;  gene_name Btbd35f14;,1700,Btbd35f14
chr2,refGene,transcript,164316751,164318450,.,+,.,gene_id Svs6; transcript_id NM_013679;  gene_name Svs6;,1699,Svs6
chr13,refGene,transcript,56250484,56252180,.,-,.,gene_id Neurog1; transcript_id NM_010896;  gene_name Neurog1;,1696,Neurog1
